# command: target/generate_stage0_evidence.py (jackin_tui and compatibility-helper scan)
path	package	imported_item	interaction_surface
crates/jackin-runtime/src/runtime/progress.rs	jackin-runtime	encode_osc52_clipboard_write	helper-via-jackin_tui
crates/jackin/src/console/effects.rs	jackin	encode_osc52_clipboard_write	helper-via-jackin_core
crates/jackin/src/console/tui/run.rs	jackin	StatusFooterHover	helper-via-jackin_core
crates/jackin-capsule/src/daemon/mouse_input.rs	jackin-capsule	encode_osc52_clipboard_write	helper-via-jackin_core
crates/jackin-capsule/src/daemon/tests.rs	jackin-capsule	DialogBodyScroll	helper-via-jackin_core
crates/jackin-capsule/src/daemon/tests.rs	jackin-capsule	encode_osc52_clipboard_write	helper-via-jackin_core
crates/jackin-capsule/src/session.rs	jackin-capsule	TailScroll	helper-via-jackin_core
crates/jackin-console/src/tui/list_geometry.rs	jackin-console	is_scrollable	helper-via-jackin_core
crates/jackin-console/src/tui/list_geometry.rs	jackin-console	max_offset	helper-via-jackin_core
crates/jackin-console/src/tui/screens/editor/view/tests.rs	jackin-console	max_offset	helper-via-jackin_core
crates/jackin-console/src/tui/screens/settings/view/tests.rs	jackin-console	max_offset	helper-via-jackin_core
crates/jackin-console/src/tui/screens/workspaces/view/list/tests.rs	jackin-console	max_offset	helper-via-jackin_core
crates/jackin-console/src/tui/screens/workspaces/view.rs	jackin-console	is_scrollable	helper-via-jackin_core
crates/jackin-console/src/tui/screens/workspaces/view.rs	jackin-console	max_line_width	helper-via-jackin_core
crates/jackin-console/src/tui/view/tests.rs	jackin-console	max_offset	helper-via-jackin_core
crates/jackin-launch-tui/src/standalone_dialog_sink.rs	jackin-launch-tui	POINTER_DEFAULT	helper-via-jackin_core
crates/jackin-launch-tui/src/standalone_dialog_sink.rs	jackin-launch-tui	POINTER_HAND	helper-via-jackin_core
crates/jackin-launch-tui/src/standalone_dialog_sink.rs	jackin-launch-tui	encode_osc52_clipboard_write	helper-via-jackin_core
crates/jackin-launch-tui/src/tui/components/footer.rs	jackin-launch-tui	BottomChromeAreas	helper-via-jackin_core
crates/jackin-launch-tui/src/tui/components/footer.rs	jackin-launch-tui	bottom_chrome_areas	helper-via-jackin_core
crates/jackin-launch-tui/src/tui/model.rs	jackin-launch-tui	DialogBodyScroll	helper-via-jackin_core
crates/jackin-launch-tui/src/tui/model.rs	jackin-launch-tui	StatusFooterHover	helper-via-jackin_core
crates/jackin-launch-tui/src/tui/model.rs	jackin-launch-tui	TailScroll	helper-via-jackin_core
crates/jackin-runtime/src/runtime/progress/tests.rs	jackin-runtime	DialogBodyScroll	helper-via-jackin_core
crates/jackin-runtime/src/runtime/progress/tests.rs	jackin-runtime	StatusFooterHover	helper-via-jackin_core
crates/jackin-runtime/src/runtime/progress/tests.rs	jackin-runtime	TailScroll	helper-via-jackin_core
crates/jackin-runtime/src/runtime/progress/tests.rs	jackin-runtime	bottom_chrome_areas	helper-via-jackin_core
crates/jackin-runtime/src/runtime/progress/tests.rs	jackin-runtime	max_line_width	helper-via-jackin_core
crates/jackin-runtime/src/runtime/progress.rs	jackin-runtime	POINTER_DEFAULT	helper-via-jackin_core
crates/jackin-runtime/src/runtime/progress.rs	jackin-runtime	POINTER_HAND	helper-via-jackin_core
crates/jackin-runtime/src/runtime/progress.rs	jackin-runtime	encode_osc52_clipboard_write	helper-via-jackin_core
crates/jackin-tui/src/ansi.rs	jackin-tui	POINTER_DEFAULT	helper-via-jackin_core
crates/jackin-tui/src/ansi.rs	jackin-tui	POINTER_HAND	helper-via-jackin_core
crates/jackin-tui/src/ansi.rs	jackin-tui	encode_osc52_clipboard_write	helper-via-jackin_core
crates/jackin-tui/src/lib.rs	jackin-tui	BOTTOM_CHROME_ROWS	helper-via-jackin_core
crates/jackin-tui/src/lib.rs	jackin-tui	BottomChromeAreas	helper-via-jackin_core
crates/jackin-tui/src/lib.rs	jackin-tui	DialogBodyScroll	helper-via-jackin_core
crates/jackin-tui/src/lib.rs	jackin-tui	StatusFooterHover	helper-via-jackin_core
crates/jackin-tui/src/lib.rs	jackin-tui	TailScroll	helper-via-jackin_core
crates/jackin-tui/src/lib.rs	jackin-tui	bottom_chrome_areas	helper-via-jackin_core
crates/jackin-tui/src/lib.rs	jackin-tui	is_scrollable	helper-via-jackin_core
crates/jackin-tui/src/lib.rs	jackin-tui	max_line_width	helper-via-jackin_core
crates/jackin-tui/src/lib.rs	jackin-tui	max_offset	helper-via-jackin_core
crates/jackin-tui/src/scroll.rs	jackin-tui	TailScroll	helper-via-jackin_core
crates/jackin-tui/src/scroll.rs	jackin-tui	is_scrollable	helper-via-jackin_core
crates/jackin-tui/src/scroll.rs	jackin-tui	max_line_width	helper-via-jackin_core
crates/jackin-tui/src/scroll.rs	jackin-tui	max_offset	helper-via-jackin_core
